Artist,Track,Album,Album_type,Stream,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Liveness,Valence,Tempo,Tempo_category,Duration_ms,Views,Likes,Comments,Licensed,official_video
Pearl Jam,Just Breathe,Backspacer,album,186621364.0,0.473,0.348,C,-11.1,0.0288,0.721,0.0823,0.283,107.819,Andante,215853.0,49562534.0,223202.0,5706.0,True,True
Pearl Jam,Yellow Ledbetter,Jeremy,single,202625727.0,0.504,0.354,E,-11.3,0.0339,0.29,0.157,0.292,140.87,Allegro,303587.0,4060291.0,45883.0,977.0,True,True
Pearl Jam,Daughter - Remastered,Vs.,album,149027003.0,0.615,0.702,G,-9.686,0.0278,0.00746,0.0608,0.734,96.987,Andante,234333.0,6510093.0,47221.0,1311.0,True,True
Pearl Jam,Better Man,Vitalogy,album,137689155.0,0.445,0.671,D,-7.937,0.0387,0.165,0.0791,0.267,125.712,Allegro,268587.0,21420121.0,90026.0,3635.0,True,True
Pearl Jam,Elderly Woman Behind the Counter in a Small Town - Remastered,Vs.,album,76691205.0,0.281,0.493,G,-9.461,0.0284,0.0519,0.101,0.167,60.772,Lento / Largo,196187.0,6089208.0,28370.0,1783.0,False,False
The Offspring,"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",album,692296637.0,0.55,0.917,C,-3.159,0.0638,0.00428,0.197,0.601,126.115,Allegro,177827.0,89467105.0,863870.0,16014.0,True,True
The Offspring,The Kids Aren't Alright,Americana,album,588993491.0,0.523,0.943,C# / Db,-4.203,0.0337,0.00704,0.0579,0.766,99.607,Andante,180160.0,220366333.0,1286137.0,20978.0,True,True
The Offspring,Self Esteem,Smash,album,430435750.0,0.488,0.862,C,-7.595,0.0476,0.0204,0.359,0.706,104.56,Andante,257827.0,80405289.0,473384.0,12707.0,True,True
The Offspring,Pretty Fly (For A White Guy),Americana,album,341892169.0,0.723,0.895,B,-3.707,0.102,0.088,0.0717,0.963,143.373,Allegro,188667.0,57233610.0,486900.0,9356.0,True,True
The Offspring,Why Don't You Get A Job,Americana,album,255100308.0,0.766,0.882,F,-4.478,0.0719,0.0674,0.281,0.544,107.932,Andante,172467.0,85198875.0,522270.0,9544.0,True,True
The Offspring,Come Out and Play,Smash,album,189225415.0,0.519,0.77,G,-8.788,0.0809,0.0675,0.0762,0.921,158.29,Vivace,197800.0,36654890.0,221439.0,5657.0,True,True
The Offspring,Want You Bad,Conspiracy Of One,album,153088143.0,0.491,0.966,E,-4.28,0.0538,5.59e-05,0.307,0.614,105.544,Andante,202573.0,81215675.0,324807.0,9107.0,True,True
The Offspring,All I Want,Ixnay On The Hombre,album,59697490.0,0.205,0.973,F# / Gb,-3.389,0.124,0.01,0.393,0.565,172.689,Vivace,114667.0,23211619.0,142752.0,6483.0,True,True
The Offspring,Gone Away - 1997,Ixnay On The Hombre,album,90760058.0,0.45,0.945,D# / Eb,-3.995,0.0806,0.012,0.0683,0.294,111.342,Moderato / Allegretto,268827.0,39501121.0,238566.0,13057.0,True,True
The Offspring,Staring At The Sun,Americana,album,53918632.0,0.403,0.952,C,-3.925,0.202,0.259,0.123,0.729,87.833,Andante,133587.0,4605524.0,45728.0,99.0,True,True
Johnny Cash,Hurt,American IV: The Man Comes Around,album,518524112.0,0.534,0.392,A,-7.636,0.0267,0.649,0.0948,0.163,90.379,Andante,216533.0,187286218.0,2102982.0,74007.0,True,True
Johnny Cash,Ring of Fire,Ring Of Fire: The Best Of Johnny Cash,compilation,295020202.0,0.659,0.585,G,-8.189,0.0288,0.623,0.348,0.784,104.111,Andante,158427.0,656414.0,6799.0,230.0,False,False
Johnny Cash,Highwayman,Highwayman,album,193343622.0,0.67,0.351,D,-16.842,0.0463,0.48,0.115,0.45,101.384,Andante,182653.0,47676840.0,335190.0,16382.0,True,True
Johnny Cash,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",At Folsom Prison,album,160649739.0,0.621,0.524,C,-15.269,0.0803,0.0652,0.893,0.889,110.586,Moderato / Allegretto,162653.0,1986461.0,29936.0,156.0,True,True
Johnny Cash,Girl from the North Country,Nashville Skyline,album,134134207.0,0.607,0.142,G,-23.455,0.0382,0.843,0.121,0.305,118.867,Moderato / Allegretto,220400.0,4139161.0,49336.0,1637.0,True,True
Johnny Cash,I Walk The Line - Single Version,Sings the Songs that Made Him Famous,album,278400616.0,0.862,0.484,A# / Bb,-11.183,0.0421,0.798,0.105,0.787,105.834,Andante,163046.0,6543491.0,53415.0,1388.0,True,True
Johnny Cash,God's Gonna Cut You Down,American V: A Hundred Highways,album,156850200.0,0.617,0.485,F,-8.227,0.115,0.868,0.115,0.845,82.228,Andante,158573.0,126356777.0,796860.0,40573.0,True,True
Johnny Cash,The Man Comes Around,American IV: The Man Comes Around,album,89337872.0,0.635,0.584,C,-7.912,0.144,0.52,0.962,0.753,97.067,Andante,266733.0,58461831.0,295090.0,22823.0,False,False
Johnny Cash,Jackson,Carryin' On With Johnny Cash And June Carter,album,90040515.0,0.741,0.615,C,-8.072,0.0358,0.519,0.408,0.799,128.496,Allegro,165827.0,11075667.0,82353.0,2655.0,True,True
Johnny Cash,(Ghost) Riders in the Sky,Silver,album,88417035.0,0.572,0.668,A# / Bb,-9.382,0.0361,0.355,0.223,0.56,109.511,Moderato / Allegretto,224813.0,8193553.0,85709.0,2081.0,False,False
Eagles,Hotel California - 2013 Remaster,Hotel California (2013 Remaster),album,1225904497.0,0.579,0.508,D,-9.484,0.027,0.00574,0.0575,0.609,147.125,Allegro,391376.0,258787217.0,1745720.0,1602.0,True,True
Eagles,Take It Easy - 2013 Remaster,Eagles (2013 Remaster),album,456755530.0,0.575,0.67,G,-10.39,0.0318,0.343,0.129,0.74,139.191,Allegro,211578.0,344621.0,3846.0,159.0,False,False
Eagles,Please Come Home for Christmas - 2013 Remaster,Please Come Home for Christmas / Funky New Year (2013 Remaster),single,123145728.0,0.612,0.289,A,-11.568,0.0421,0.599,0.0561,0.466,183.18,Presto,177440.0,772267.0,4886.0,84.0,True,True
Eagles,Life in the Fast Lane - 2013 Remaster,Hotel California (2013 Remaster),album,260028891.0,0.667,0.755,A,-7.246,0.069,0.0966,0.0523,0.883,109.535,Moderato / Allegretto,286220.0,5550833.0,63829.0,61.0,True,True
Eagles,One of These Nights - 2013 Remaster,One of These Nights (2013 Remaster),album,196959826.0,0.655,0.606,G,-10.385,0.0285,0.0603,0.0757,0.765,110.061,Moderato / Allegretto,291686.0,10570240.0,101408.0,169.0,True,True
Eagles,Desperado - 2013 Remaster,Desperado (2013 Remaster),album,150454398.0,0.228,0.224,G,-12.749,0.0311,0.946,0.273,0.18,60.3,Lento / Largo,213713.0,12025531.0,119037.0,410.0,True,True
Eagles,Peaceful Easy Feeling - 2013 Remaster,Eagles (2013 Remaster),album,122011842.0,0.568,0.634,E,-12.336,0.0282,0.494,0.252,0.866,142.686,Allegro,257963.0,1370511.0,19854.0,69.0,True,True
Eagles,Tequila Sunrise - 2013 Remaster,Desperado (2013 Remaster),album,87076947.0,0.632,0.397,G,-12.855,0.0265,0.536,0.106,0.731,110.578,Moderato / Allegretto,173057.0,7521205.0,60895.0,122.0,True,True
Eagles,Love Will Keep Us Alive,Hell Freezes Over (Remaster 2018),album,49573670.0,0.658,0.374,A,-11.684,0.026,0.721,0.112,0.367,98.892,Andante,243453.0,3697011.0,30924.0,761.0,False,False
Eagles,New Kid in Town - 2013 Remaster,Hotel California (2013 Remaster),album,112876885.0,0.649,0.425,E,-9.811,0.0267,0.378,0.108,0.651,107.383,Andante,304926.0,54913481.0,266141.0,3002.0,True,True
Korn,Freak On a Leash,Follow The Leader,album,343955425.0,0.353,0.898,D,-5.877,0.052,2.23e-05,0.39,0.525,103.293,Andante,255733.0,261866868.0,1452692.0,44509.0,True,True
Korn,Coming Undone,See You On the Other Side,album,242029071.0,0.687,0.677,D,-4.172,0.0508,0.000643,0.0564,0.545,75.052,Adagio,199773.0,118552673.0,684420.0,24250.0,True,True
Korn,Falling Away from Me,Issues,album,214140647.0,0.468,0.769,E,-7.036,0.041,0.00014,0.271,0.17,104.102,Andante,270920.0,137970554.0,797065.0,25290.0,True,True
Korn,Got the Life,Follow The Leader,album,173847822.0,0.501,0.905,B,-5.721,0.0518,1.88e-05,0.383,0.584,123.277,Allegro,225307.0,90180423.0,399935.0,17940.0,True,True
Korn,Twisted Transistor,See You On the Other Side,album,128802098.0,0.581,0.983,F,-3.291,0.0636,0.00043,0.0806,0.417,110.038,Moderato / Allegretto,188933.0,2337145.0,30760.0,1073.0,False,False
Korn,Blind - Live at CBGB,Live & Rare,album,100514682.0,0.244,0.928,E,-4.804,0.152,0.000856,0.915,0.38,95.235,Andante,252400.0,271173.0,2071.0,170.0,False,False
Korn,Word Up!,Word Up! (The Remixes),single,108785681.0,0.577,0.94,F# / Gb,-4.439,0.0361,2.42e-05,0.347,0.818,116.045,Moderato / Allegretto,172667.0,8828363.0,95305.0,1952.0,True,True
Korn,Y'all Want a Single,Take A Look In The Mirror,album,64352768.0,0.756,0.811,C,-3.685,0.0836,0.0107,0.538,0.715,118.034,Moderato / Allegretto,197907.0,13293839.0,101492.0,4943.0,True,True
Korn,A.D.I.D.A.S.,Life Is Peachy,album,60380532.0,0.334,0.898,B,-6.821,0.196,0.00406,0.162,0.226,110.364,Moderato / Allegretto,153600.0,37577402.0,166383.0,6631.0,True,True
MGMT,Little Dark Age,Little Dark Age,album,433515389.0,0.705,0.712,F# / Gb,-6.156,0.0385,0.0102,0.1,0.62,97.512,Andante,299960.0,101732518.0,1875259.0,61844.0,True,True
MGMT,Kids,Oracular Spectacular,album,637110207.0,0.451,0.931,A,-3.871,0.0719,0.00076,0.361,0.172,122.961,Allegro,302840.0,167345199.0,1243094.0,91884.0,True,True
MGMT,Electric Feel,Oracular Spectacular,album,580038239.0,0.763,0.803,C# / Db,-3.713,0.0351,0.0709,0.348,0.561,103.04,Andante,229640.0,162505575.0,975292.0,49776.0,True,True
MGMT,Time to Pretend,Oracular Spectacular,album,309097337.0,0.438,0.94,D,-3.249,0.0452,8.74e-05,0.3,0.421,100.99,Andante,261000.0,105078311.0,580314.0,31404.0,True,True
MGMT,When You Die,Little Dark Age,album,115180668.0,0.645,0.938,B,-4.557,0.0391,0.0946,0.159,0.495,140.886,Allegro,263880.0,30234027.0,461260.0,17895.0,True,True
MGMT,Me and Michael,Little Dark Age,album,51859353.0,0.628,0.841,A,-4.583,0.0268,0.0285,0.254,0.706,111.985,Moderato / Allegretto,289853.0,4937616.0,92413.0,5753.0,True,True
MGMT,Congratulations,Congratulations,album,54235110.0,0.761,0.637,G,-8.169,0.0268,0.439,0.102,0.656,125.115,Allegro,235387.0,12423513.0,81932.0,6880.0,True,True
MGMT,Weekend Wars,Oracular Spectacular,album,46573173.0,0.549,0.859,F,-3.993,0.0361,0.0964,0.322,0.69,77.013,Andante,250773.0,8730516.0,27643.0,1810.0,False,False
MGMT,She Works Out Too Much,Little Dark Age,album,20772958.0,0.633,0.919,F,-6.208,0.0343,0.00596,0.43,0.805,147.97,Allegro,278387.0,10598.0,554.0,37.0,False,False
MGMT,TSLAMP,Little Dark Age,album,16831436.0,0.602,0.879,A,-5.283,0.0994,0.22,0.107,0.733,174.11,Vivace,270013.0,2071242.0,24279.0,257.0,True,True
MF DOOM,Rapp Snitch Knishes feat. Mr. Fantastik,MM...FOOD,album,144822002.0,0.728,0.832,G,-6.827,0.267,0.327,0.504,0.825,95.051,Andante,172893.0,17441901.0,282222.0,631.0,True,True
MF DOOM,Doomsday,Operation: Doomsday (Complete),album,129176400.0,0.856,0.84,F# / Gb,-7.736,0.334,0.0973,0.0773,0.792,95.416,Andante,298053.0,14749326.0,215093.0,16473.0,False,False
MF DOOM,One Beer,MM...FOOD,album,71827455.0,0.376,0.718,G,-6.7,0.246,0.0996,0.633,0.615,91.115,Andante,258587.0,2709558.0,69662.0,2432.0,True,True
MF DOOM,Hoe Cakes,MM...FOOD,album,61815510.0,0.511,0.613,C# / Db,-6.371,0.321,0.0987,0.144,0.95,92.184,Andante,234147.0,267452.0,8532.0,264.0,False,False
MF DOOM,All Caps,Madvillainy,album,92371658.0,0.358,0.889,C# / Db,-8.045,0.335,0.266,0.172,0.666,85.61,Andante,130480.0,8438639.0,178459.0,2532.0,False,False
MF DOOM,Meat Grinder,Madvillainy,album,61507232.0,0.571,0.717,F# / Gb,-8.333,0.336,0.359,0.797,0.881,87.54,Andante,131867.0,1083267.0,38499.0,1223.0,False,True
MF DOOM,Rhymes Like Dimes,Operation: Doomsday (Complete),album,67864490.0,0.646,0.752,C,-5.652,0.268,0.664,0.17,0.761,99.948,Andante,258613.0,663605.0,11428.0,185.0,True,True
MF DOOM,Fancy Clown,Madvillainy,album,44020873.0,0.537,0.753,G# / Ab,-9.441,0.35,0.328,0.368,0.693,90.292,Andante,115827.0,3740405.0,53352.0,2339.0,False,False
MF DOOM,Accordion,Madvillainy,album,62923689.0,0.578,0.631,A,-6.518,0.309,0.0243,0.0665,0.716,96.332,Andante,118853.0,12833458.0,147287.0,10693.0,True,True
MF DOOM,Raid,Madvillainy,album,39094279.0,0.419,0.871,B,-6.432,0.468,0.715,0.211,0.577,201.451,Prestissimo,150520.0,986916.0,86055.0,1102.0,False,False
The Cure,The Lovecats,Japanese Whispers,compilation,68848994.0,0.748,0.569,A,-12.975,0.0752,0.459,0.364,0.967,91.833,Andante,220093.0,16892620.0,223582.0,3957.0,True,True
Jack Johnson,Better Together,In Between Dreams,album,653222993.0,0.868,0.347,F,-9.529,0.0536,0.308,0.11,0.659,110.059,Moderato / Allegretto,207680.0,26334712.0,97094.0,1858.0,False,False
Jack Johnson,Upside Down,Upside Down,single,344971712.0,0.792,0.647,E,-8.314,0.045,0.255,0.132,0.694,102.477,Andante,209547.0,88089046.0,568518.0,27361.0,True,True
Jack Johnson,Banana Pancakes,In Between Dreams,album,454725475.0,0.816,0.375,G,-8.053,0.0996,0.607,0.0933,0.615,114.303,Moderato / Allegretto,191907.0,6351940.0,19794.0,602.0,True,True
Jack Johnson,"Sitting, Waiting, Wishing",In Between Dreams,album,282698254.0,0.765,0.535,C,-7.229,0.0265,0.22,0.104,0.548,105.019,Andante,183720.0,11403.0,208.0,7.0,False,False
Jack Johnson,Roll Me Up and Smoke Me When I Die - Live,Willie Nelson American Outlaw (Live),compilation,9999321.0,0.427,0.813,C,-9.02,0.0737,0.0713,0.873,0.344,106.859,Andante,134267.0,8726119.0,58292.0,1658.0,True,True
Jack Johnson,I Got You,From Here To Now To You,album,160142201.0,0.899,0.399,B,-6.553,0.038,0.61,0.0923,0.544,98.067,Andante,179347.0,31800943.0,143142.0,2578.0,True,True
Jack Johnson,Angel,Sleep Through The Static,album,69780800.0,0.619,0.0568,D# / Eb,-19.197,0.0433,0.896,0.114,0.357,176.279,Vivace,122707.0,15216.0,48.0,3.0,False,False
Jack Johnson,Gone,On And On,album,42819487.0,0.816,0.338,B,-11.989,0.0471,0.832,0.119,0.756,97.027,Andante,130013.0,1702808.0,4464.0,431.0,False,False
Jack Johnson,Flake,Brushfire Fairytales [Remastered (Bonus Version)],album,125880216.0,0.758,0.654,F,-10.98,0.04,0.662,0.199,0.962,97.657,Andante,281749.0,11485445.0,31802.0,974.0,False,False
Jack Johnson,Sunsets For Somebody Else,All The Light Above It Too,album,98935792.0,0.696,0.229,G,-7.911,0.0331,0.828,0.152,0.603,113.273,Moderato / Allegretto,210467.0,2998713.0,17074.0,421.0,True,True
Outkast,Ms. Jackson,Stankonia,album,779057885.0,0.843,0.806,E,-5.946,0.269,0.143,0.0771,0.613,94.948,Andante,270507.0,295791888.0,2594501.0,70168.0,True,True
Outkast,Hey Ya!,Speakerboxxx/The Love Below,album,1004053030.0,0.727,0.974,E,-2.261,0.0664,0.103,0.174,0.965,79.526,Andante,235213.0,643681038.0,4762306.0,157039.0,True,True
Outkast,"So Fresh, So Clean",Stankonia,album,184596026.0,0.725,0.64,F,-7.905,0.332,0.0281,0.099,0.915,166.028,Vivace,240027.0,49844985.0,435256.0,9751.0,True,True
Outkast,Roses,Speakerboxxx/The Love Below,album,292224239.0,0.751,0.708,C,-5.653,0.0545,0.0482,0.107,0.509,108.97,Andante,369573.0,123823541.0,731057.0,18200.0,True,True
Outkast,ATLiens,ATLiens,album,124742886.0,0.918,0.734,B,-2.832,0.269,0.0296,0.191,0.608,97.044,Andante,230693.0,7573337.0,82198.0,2152.0,True,True
Outkast,The Way You Move (feat. Sleepy Brown),Speakerboxxx/The Love Below,album,138105493.0,0.871,0.597,F,-4.932,0.0464,0.126,0.0638,0.635,125.999,Allegro,234000.0,70891093.0,478016.0,8700.0,True,True
Outkast,Rosa Parks,Aquemini,album,102502368.0,0.792,0.701,F# / Gb,-7.198,0.283,0.105,0.761,0.251,103.89,Andante,324373.0,19138409.0,138449.0,5122.0,True,True
Outkast,B.O.B. - Bombs Over Baghdad,Stankonia,album,81911624.0,0.746,0.978,A,-5.324,0.0978,0.0555,0.026,0.653,153.809,Allegro,304227.0,22776775.0,188283.0,8091.0,True,True
Outkast,Da Art of Storytellin' (Pt. 1),Aquemini,album,26672463.0,0.749,0.856,D,-5.833,0.235,0.107,0.745,0.402,103.773,Andante,222653.0,7292622.0,94555.0,4179.0,True,True
Outkast,Player's Ball,Southernplayalisticadillacmuzik,album,41610291.0,0.857,0.764,C# / Db,-6.304,0.246,0.0398,0.425,0.578,93.071,Andante,261267.0,9750595.0,105443.0,3143.0,True,True
Ice Cube,It Was A Good Day,The Predator,album,741538710.0,0.798,0.744,G,-5.328,0.136,0.33,0.292,0.794,82.356,Andante,260000.0,184788550.0,2610676.0,75252.0,True,True
Ice Cube,You Know How We Do It,Lethal Injection,album,359031907.0,0.747,0.52,A# / Bb,-10.523,0.0357,0.0977,0.142,0.601,92.869,Andante,232773.0,65920683.0,1302866.0,29048.0,True,True
Ice Cube,Check Yo Self - Remix,Bootlegs And B-Sides,compilation,202886849.0,0.934,0.735,C# / Db,-6.668,0.251,0.031,0.107,0.768,101.368,Andante,273107.0,37788650.0,450856.0,12885.0,True,True
Ice Cube,No Vaseline,Death Certificate,album,157900082.0,0.575,0.927,E,-5.511,0.395,0.0383,0.0623,0.473,105.567,Andante,313547.0,174233.0,991.0,57.0,False,False
Ice Cube,Why We Thugs,"Laugh Now, Cry Later",album,96864170.0,0.683,0.59,C# / Db,-5.423,0.458,0.326,0.148,0.653,100.892,Andante,224107.0,6210453.0,65715.0,2749.0,True,True
Ice Cube,Ain't Got No Haters (feat. Too Short),Everythangs Corrupt,album,54483123.0,0.776,0.925,B,-2.134,0.0792,0.0543,0.189,0.715,95.951,Andante,206053.0,73607374.0,1129875.0,37289.0,True,True
Ice Cube,Hello,War & Peace Vol. 2 (The Peace Disc),album,58527463.0,0.903,0.61,A# / Bb,-6.176,0.339,0.155,0.389,0.627,91.46,Andante,232533.0,1419560.0,26507.0,796.0,False,False
Ice Cube,You Can Do It,War & Peace Vol. 2 (The Peace Disc),album,125400139.0,0.947,0.853,C# / Db,-4.489,0.164,0.000931,0.0502,0.887,99.887,Andante,259088.0,32809956.0,266124.0,5486.0,True,True
Ice Cube,Gangsta Rap Made Me Do It,Raw Footage,album,52324827.0,0.81,0.745,A# / Bb,-5.431,0.097,0.00712,0.321,0.388,87.019,Andante,281653.0,3462419.0,62675.0,1861.0,False,False
Phil Collins,You Can't Hurry Love - 2016 Remaster,"Hello, I Must Be Going! (Deluxe Edition)",album,457754545.0,0.62,0.936,G,-4.593,0.0308,0.0261,0.0679,0.763,97.527,Andante,175747.0,8605580.0,75234.0,1980.0,True,True
Phil Collins,In The Air Tonight - 2015 Remastered,Face Value (Deluxe Editon),album,548439010.0,0.446,0.239,C,-13.945,0.0316,0.551,0.0697,0.298,189.507,Presto,336453.0,158725.0,2278.0,50.0,False,False
Phil Collins,Against All Odds (Take a Look at Me Now) - 2016 Remaster,The Singles (Expanded),compilation,316883477.0,0.58,0.498,C# / Db,-6.901,0.0277,0.198,0.132,0.111,116.271,Moderato / Allegretto,206360.0,56233353.0,221945.0,9426.0,True,True
Phil Collins,Another Day in Paradise - 2016 Remaster,...But Seriously (Deluxe Edition),album,331410674.0,0.78,0.565,D# / Eb,-7.32,0.0306,0.736,0.063,0.365,101.967,Andante,322133.0,465264237.0,2232875.0,61955.0,True,True
Phil Collins,"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version",Disney Summer Songs,compilation,309356443.0,0.566,0.748,G# / Ab,-6.549,0.0301,0.0643,0.0925,0.614,96.586,Andante,258133.0,16392481.0,136704.0,5769.0,False,False
Phil Collins,Easy Lover,Chinese Wall (Expanded Edition),album,253104372.0,0.74,0.923,C# / Db,-5.082,0.0369,0.105,0.0825,0.93,128.871,Allegro,305867.0,90469934.0,518375.0,18223.0,True,True
Phil Collins,One More Night - 2016 Remaster,No Jacket Required (2016 Remaster),album,140157386.0,0.534,0.442,D# / Eb,-9.442,0.0308,0.788,0.0986,0.343,136.369,Allegro,288973.0,83519996.0,392387.0,16176.0,True,True
Phil Collins,A Groovy Kind of Love,Love Songs (A Compilation Old and New),compilation,105253846.0,0.452,0.306,D,-9.632,0.0274,0.235,0.0989,0.182,144.125,Allegro,210733.0,25704348.0,129871.0,5653.0,True,True
Phil Collins,Sussudio - 2016 Remaster,No Jacket Required (2016 Remaster),album,123149378.0,0.714,0.935,F,-5.195,0.0849,0.0529,0.0515,0.725,121.232,Allegro,263107.0,41885091.0,191313.0,10811.0,True,True
Phil Collins,Do You Remember? - 2016 Remaster,...But Seriously (2016 Remaster),album,90491486.0,0.677,0.509,F,-7.472,0.0252,0.114,0.0659,0.525,93.042,Andante,275987.0,14698802.0,136344.0,5231.0,True,True
John Williams,Carol of the Bells,Home Alone (Original Motion Picture Soundtrack) [Anniversary Edition],album,211405932.0,0.418,0.106,G# / Ab,-22.507,0.0448,0.994,0.179,0.8,46.718,Lento / Largo,85267.0,1076136.0,12507.0,302.0,False,False
John Williams,Somewhere in My Memory - Chorus & Orchestra Version,Home Alone (Original Motion Picture Soundtrack) [Anniversary Edition],album,21390489.0,0.351,0.0767,D,-21.396,0.0335,0.99,0.0783,0.146,73.848,Adagio,63973.0,281092.0,5492.0,0.0,False,False
John Williams,Theme From Jurassic Park,Jurassic Park,album,63286023.0,0.144,0.132,A# / Bb,-19.115,0.0333,0.946,0.115,0.0627,102.283,Andante,207427.0,6069104.0,101989.0,4915.0,False,False
John Williams,Duel of the Fates,Star Wars: The Phantom Menace (Original Motion Picture Soundtrack),album,91702045.0,0.471,0.411,D,-15.755,0.041,0.733,0.28,0.282,79.986,Andante,254347.0,259283.0,4134.0,285.0,False,False
John Williams,Theme From Schindler's List,Schindler's List,album,63930114.0,0.142,0.113,D,-25.362,0.0415,0.859,0.107,0.0697,98.575,Andante,255693.0,54256205.0,580946.0,30020.0,False,False
John Williams,"Main Title ""Somewhere in My Memory"" (From ""Home Alone"") - Voice",Home Alone (Original Motion Picture Soundtrack) [Anniversary Edition],album,35751405.0,0.164,0.0719,D,-18.535,0.0355,0.969,0.0788,0.0784,74.352,Adagio,293533.0,20313204.0,168124.0,11053.0,False,False
John Williams,Hedwig's Theme,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,compilation,62319267.0,0.156,0.162,D,-17.101,0.036,0.897,0.111,0.077,73.407,Adagio,309093.0,268631.0,2713.0,107.0,True,True
John Williams,Prologue,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,compilation,55059146.0,0.177,0.0188,D,-29.484,0.0367,0.957,0.635,0.0819,146.472,Allegro,130293.0,178957.0,1759.0,47.0,False,False
John Williams,The Imperial March (Darth Vader's Theme),Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),album,44976720.0,0.577,0.379,G,-13.82,0.0368,0.753,0.126,0.284,103.112,Andante,179573.0,2859756.0,30593.0,722.0,False,False
John Williams,O Holy Night,Home Alone (Original Motion Picture Soundtrack) [Anniversary Edition],album,19152842.0,0.207,0.127,C# / Db,-21.067,0.0385,0.754,0.128,0.0386,80.583,Andante,167760.0,1125176.0,10827.0,104.0,True,True
Soda Stereo,Trátame Suavemente - Remasterizado 2007,Soda Stereo (Remastered),album,217881003.0,0.738,0.8,B,-3.366,0.0283,0.043,0.595,0.532,122.858,Allegro,200800.0,17275368.0,129117.0,2181.0,True,True
Soda Stereo,Te Para 3 - MTV Unplugged,Comfort Y Musica Para Volar,album,81057070.0,0.523,0.339,D,-9.913,0.0275,0.707,0.709,0.117,115.7,Moderato / Allegretto,247000.0,138007.0,860.0,39.0,False,False
Soda Stereo,Prófugos - Remasterizado 2007,Signos (Remastered),album,80772324.0,0.551,0.895,E,-4.267,0.0391,0.00268,0.299,0.359,127.221,Allegro,317613.0,162270742.0,506680.0,30811.0,True,True
Soda Stereo,En La Ciudad De La Furia - Remasterizado 2007,Doble Vida (Remastered),album,92500653.0,0.611,0.803,D,-6.022,0.0278,0.0823,0.0942,0.715,126.506,Allegro,346053.0,30415893.0,197094.0,8458.0,True,True
Soda Stereo,En la Ciudad de la Furia - MTV Unplugged,Comfort Y Musica Para Volar,album,67862431.0,0.361,0.519,B,-10.02,0.0597,0.415,0.845,0.266,170.604,Vivace,522000.0,173097.0,3199.0,179.0,False,False
Nas,"One Mic, One Gun","One Mic, One Gun",single,13520009.0,0.756,0.916,C# / Db,-2.692,0.207,0.0351,0.241,0.458,149.961,Allegro,169693.0,272218.0,7892.0,846.0,False,False
Nas,N.Y. State of Mind,Illmatic,album,205621890.0,0.665,0.91,F# / Gb,-4.682,0.223,0.0394,0.227,0.887,84.099,Andante,293973.0,161217.0,3229.0,211.0,False,False
Nas,If I Ruled the World (Imagine That) (feat. Lauryn Hill),It Was Written,album,211269912.0,0.879,0.564,A# / Bb,-7.682,0.247,0.0474,0.0519,0.523,93.908,Andante,282373.0,20182984.0,194659.0,5843.0,True,True
Nas,The World Is Yours,Illmatic,album,122881175.0,0.678,0.794,A# / Bb,-6.186,0.14,0.274,0.124,0.54,87.374,Andante,290573.0,11091961.0,124840.0,7754.0,True,True
Nas,Nas Is Like,I Am...,album,85525728.0,0.634,0.845,B,-5.058,0.352,0.00602,0.0598,0.929,94.0,Andante,237027.0,83069758.0,709580.0,29667.0,True,True
Nas,It Ain't Hard to Tell,Illmatic,album,64523887.0,0.69,0.729,B,-5.819,0.221,1.7e-05,0.152,0.357,91.376,Andante,202107.0,13040233.0,139601.0,7535.0,True,True
Nas,The Message,It Was Written,album,115998629.0,0.614,0.543,F,-7.178,0.374,0.00776,0.383,0.485,178.422,Presto,234093.0,200478.0,2763.0,166.0,False,False
Nas,Represent,Illmatic,album,60483297.0,0.708,0.832,C# / Db,-4.964,0.318,0.02,0.189,0.618,92.428,Andante,252600.0,2021189.0,28457.0,1129.0,True,True
Nas,Get Down,God's Son,album,46719222.0,0.835,0.718,C# / Db,-6.405,0.232,0.0424,0.258,0.507,94.387,Andante,244253.0,414419.0,5470.0,301.0,True,True
Nas,I Can,God's Son,album,54013450.0,0.837,0.885,F# / Gb,-3.914,0.182,0.103,0.0666,0.694,95.313,Andante,253720.0,47067903.0,530827.0,16488.0,True,True
Luis Fonsi,Despacito,VIDA,album,1506598267.0,0.655,0.797,D,-4.787,0.153,0.198,0.067,0.839,177.928,Presto,229360.0,8079649362.0,50788652.0,4252791.0,True,True
Luis Fonsi,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,169769959.0,0.276,0.572,C# / Db,-7.818,0.0377,0.641,0.2,0.285,77.986,Andante,237467.0,129107.0,973.0,107.0,False,False
Luis Fonsi,CORAZONES ROTOS,CORAZONES ROTOS,single,5986101.0,0.788,0.782,A,-5.517,0.0513,0.238,0.0773,0.525,123.042,Allegro,230130.0,2668073.0,58669.0,2217.0,True,True
