Artist,Track,Album,Album_type,Stream,Danceability,Energy,Key,Key_name,Loudness,Speechiness,Acousticness,Liveness,Valence,Tempo,Tempo_category,Duration_ms,Licensed,official_video
Oscar Maydon,Kilos De H,Kilos De H,single,5840280.0,0.577,0.626,5,F,-7.907,0.0582,0.305,0.0871,0.843,135.889,Allegro,204500.0,True,True
System Of A Down,B.Y.O.B.,Mezmerize,album,441264205.0,0.538,0.981,1,C# / Db,-2.688,0.14,0.00662,0.219,0.711,101.414,Andante,255467.0,True,True
Don Toliver,Drugs N Hella Melodies (feat. Kali Uchis),Life of a DON,album,77395440.0,0.56,0.707,1,C# / Db,-6.863,0.07,0.264,0.108,0.341,147.0,Allegro,198058.0,True,True
DJ Alex,OREGANO | E1,OREGANO | E1,single,9706635.0,0.741,0.41,6,F# / Gb,-10.28,0.319,0.201,0.182,0.504,140.988,Allegro,121263.0,False,True
Christina Aguilera,Dirrty (feat. Redman),Stripped,album,190423840.0,0.64,0.889,2,D,-3.073,0.322,0.107,0.339,0.436,99.931,Andante,298853.0,True,True
Laxmikant–Pyarelal,Ek Do Teen (Palak Muchhal Version),Ek Do Teen (Palak Muchhal Version),single,7366441.0,0.666,0.927,10,A# / Bb,-5.06,0.0739,0.111,0.573,0.756,102.761,Andante,243879.0,True,True
Bruno Mars,Treasure,Unorthodox Jukebox,album,744550173.0,0.874,0.692,5,F,-5.28,0.0431,0.0412,0.324,0.937,116.017,Moderato / Allegretto,178560.0,True,True
Marcela Gandara,Dame Tus Ojos (feat. Jesús Adrián Romero),Mas Que Un Anhelo,album,70458121.0,0.701,0.494,1,C# / Db,-6.811,0.027,0.56,0.224,0.206,119.998,Moderato / Allegretto,214773.0,True,True
Sam Hunt,Body Like A Back Road,SOUTHSIDE,album,734231842.0,0.736,0.458,5,F,-7.437,0.0316,0.441,0.148,0.65,98.977,Andante,162547.0,True,True
Raekwon,Oh Lord,Clayton,album,167657.0,0.773,0.826,10,A# / Bb,-4.881,0.104,0.154,0.288,0.65,90.01,Andante,162587.0,True,True
Sabrina Carpenter,Nonsense,emails i can't send,album,102089792.0,0.74,0.697,8,G# / Ab,-4.912,0.034,0.0268,0.224,0.732,138.992,Allegro,163648.0,True,True
Alejandro Fernández,Caballero,Hecho En México,album,156464615.0,0.571,0.418,11,B,-6.89,0.0303,0.109,0.0705,0.518,100.738,Andante,229053.0,True,True
Paloma Faith,Upside Down,Do You Want the Truth or Something Beautiful?,album,41035693.0,0.618,0.842,9,A,-4.384,0.0772,0.0452,0.0737,0.734,175.989,Vivace,189187.0,True,True
Alice In Chains,Man in the Box,Facelift,album,281425872.0,0.355,0.791,8,G# / Ab,-7.565,0.0453,0.00045,0.0969,0.758,106.392,Andante,285200.0,True,True
P!nk,Never Gonna Not Dance Again,Never Gonna Not Dance Again,single,34361626.0,0.668,0.802,5,F,-4.005,0.0917,0.0273,0.163,0.769,113.796,Moderato / Allegretto,225789.0,True,True
Shiloh Dynasty,Letter to Jarad,why am i crying,album,40778972.0,0.873,0.0903,8,G# / Ab,-26.551,0.071,0.911,0.105,0.785,121.981,Allegro,204659.0,True,True
Alok,Astronaut In The Ocean - Alok Remix,Astronaut In The Ocean (Alok Remix),single,83445315.0,0.53,0.82,4,E,-4.936,0.0438,0.154,0.14,0.355,171.933,Vivace,128372.0,False,True
Benjamin Blümchen,Kapitel 03: Das große Gewitter (Folge 153),Folge 153: Das große Gewitter,album,67348.0,0.612,0.485,5,F,-15.67,0.954,0.154,0.308,0.623,69.149,Adagio,94370.0,True,True
Carly Simon,Why,Soup for One (Original Motion Picture Soundtrack),compilation,7311421.0,0.658,0.852,7,G,-9.058,0.0493,0.00567,0.341,0.73,92.346,Andante,248491.0,False,True
Mandy Moore,Only Hope,The Best of Mandy Moore,compilation,78495521.0,0.45,0.294,8,G# / Ab,-9.463,0.0269,0.856,0.126,0.234,80.272,Andante,233680.0,False,False
Glenn Fredly,Kasih Putih,A Portrait Of Yovie,compilation,33962853.0,0.453,0.419,3,D# / Eb,-7.814,0.0277,0.619,0.0863,0.251,123.928,Allegro,234293.0,True,True
Bootsy Collins,Hip Hop Lollipop,Hip Hop Lollipop,single,194538.0,0.729,0.762,11,B,-9.116,0.15,0.0235,0.597,0.554,108.031,Andante,217222.0,False,True
P!nk,Cover Me In Sunshine,All I Know So Far: Setlist,album,346097538.0,0.473,0.592,5,F,-6.859,0.138,0.0528,0.131,0.292,159.7,Vivace,138573.0,True,True
Paul McCartney,The Kiss Of Venus (Dominic Fike),McCartney III Imagined,album,39109023.0,0.715,0.374,8,G# / Ab,-6.665,0.0399,0.627,0.11,0.633,89.982,Andante,143531.0,True,True
Denzel Curry,Walkin,Melt My Eyez See Your Future,album,53628806.0,0.557,0.654,11,B,-7.201,0.196,0.134,0.291,0.386,135.983,Allegro,280000.0,True,True
James Blunt,You're Beautiful,Back to Bedlam,album,725679412.0,0.675,0.479,0,C,-9.87,0.0278,0.633,0.088,0.454,81.998,Andante,209493.0,True,True
Wings,Jet - 2010 Remaster,Band On The Run (Standard),album,41213103.0,0.504,0.739,9,A,-7.265,0.0316,0.0179,0.0949,0.417,128.918,Allegro,248360.0,True,True
Maná,Oye Mi Amor,¿Dónde Jugarán Los Niños?,album,248023939.0,0.543,0.903,11,B,-6.658,0.039,0.0102,0.0862,0.962,162.241,Vivace,263306.0,True,True
Zac Brown Band,Free,The Foundation,album,72580045.0,0.453,0.411,1,C# / Db,-7.539,0.0276,0.235,0.101,0.28,75.752,Adagio,228653.0,True,True
The Smiths,Panic - 2011 Remaster,Louder Than Bombs,compilation,69112639.0,0.53,0.861,7,G,-4.67,0.0372,0.0175,0.0857,0.844,130.476,Allegro,140507.0,True,True
Bonez MC,Eine Idee,Palmen aus Plastik 3,album,16089604.0,0.759,0.688,11,B,-6.502,0.215,0.164,0.108,0.556,192.189,Presto,150297.0,True,True
Grupo Bryndis,"Quizás Si, Quizás No",Memorias,album,54150243.0,0.634,0.738,5,F,-7.785,0.0608,0.477,0.0935,0.859,167.718,Vivace,192427.0,True,True
Coi Leray,No More Parties,No More Parties,single,36232851.0,0.847,0.405,11,B,-10.901,0.584,0.232,0.0944,0.588,156.999,Allegro,140920.0,True,True
The All-American Rejects,It Ends Tonight,Move Along,album,97451929.0,0.454,0.636,0,C,-4.731,0.0273,0.00228,0.154,0.313,87.89,Andante,244827.0,True,True
CKay,Love Nwantiti (Acoustic Version),Love Nwantiti (Acoustic Version),single,17421036.0,0.586,0.316,5,F,-11.81,0.0345,0.972,0.126,0.367,89.967,Andante,184196.0,True,True
Kumar Sanu,Saawariya (feat. Arjun Bijlani),Saawariya (feat. Arjun Bijlani),single,13988207.0,0.665,0.78,0,C,-5.793,0.0561,0.54,0.107,0.881,177.049,Presto,202373.0,True,True
Lana Del Rey,Young And Beautiful,Young And Beautiful,single,793740662.0,0.324,0.416,11,B,-8.92,0.0368,0.262,0.11,0.151,113.986,Moderato / Allegretto,236053.0,True,True
Fiersa Besari,Balada Si Roy,Balada Si Roy,single,839797.0,0.548,0.415,2,D,-18.864,0.0319,0.00832,0.148,0.323,124.983,Allegro,251520.0,False,False
Luther Vandross,Never Too Much,Never Too Much,album,223133027.0,0.734,0.586,2,D,-11.866,0.129,0.125,0.0367,0.762,109.933,Moderato / Allegretto,230467.0,True,True
Grupo Laberinto,Laurita Garza,Corridos Pesadísimos,album,13952262.0,0.463,0.447,11,B,-5.779,0.121,0.762,0.0983,0.966,205.023,Prestissimo,167288.0,False,False
Trey Songz,"Touchin, Lovin (feat. Nicki Minaj)",Trigga Reloaded,album,147708986.0,0.813,0.58,11,B,-6.724,0.0746,0.0405,0.349,0.443,100.045,Andante,221972.0,True,True
Tyga,Lift Me Up,Lift Me Up,single,43022731.0,0.913,0.534,9,A,-6.048,0.0571,0.0163,0.269,0.312,107.054,Andante,168224.0,True,True
Megan Thee Stallion,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",single,200709786.0,0.8,0.837,6,F# / Gb,-2.807,0.0491,0.00406,0.0904,0.702,100.015,Andante,225600.0,True,True
Shakin' Stevens,This Ole House,This Ole House,album,10657598.0,0.502,0.965,10,A# / Bb,-2.946,0.112,0.053,0.34,0.962,192.811,Presto,185867.0,True,True
Dean Lewis,Waves,A Place We Knew,album,468581960.0,0.518,0.729,11,B,-7.193,0.0452,0.183,0.0643,0.343,156.879,Allegro,240013.0,True,True
Taylor Swift,Snow On The Beach (feat. Lana Del Rey),Midnights,album,213946441.0,0.663,0.319,9,A,-13.481,0.0375,0.69,0.117,0.193,109.957,Moderato / Allegretto,256124.0,False,False
Jonita Gandhi,"Chellamma (From ""Doctor"")","Chellamma (From ""Doctor"")",single,51630409.0,0.498,0.679,4,E,-7.252,0.214,0.256,0.0589,0.743,99.702,Andante,236500.0,True,True
Stormzy,Hide & Seek - FLO Remix,Hide & Seek (FLO Remix),single,2776766.0,0.444,0.495,2,D,-6.591,0.0411,0.305,0.119,0.7,140.039,Allegro,209609.0,False,True
MC Ryan SP,Revoada do Tubarão 3,Revoada do Tubarão 3,single,19726641.0,0.795,0.705,4,E,-4.041,0.0606,0.252,0.248,0.571,95.023,Andante,669158.0,True,True
Julio Jaramillo,Rondando Tu Esquina,El Ruiseñor de America,album,28131019.0,0.877,0.295,3,D# / Eb,-18.302,0.0493,0.873,0.283,0.787,109.379,Moderato / Allegretto,158377.0,False,False
Maneva,Seja Para Mim - Acústico,Seja Para Mim (Acústico),single,64784025.0,0.79,0.363,5,F,-14.371,0.0774,0.81,0.11,0.36,123.982,Allegro,181130.0,True,True
Kishore Kumar,"Ek Ajnabee Haseena Se (From ""Ajanabee"")",The Enigma R. D. Burman,album,15827977.0,0.355,0.451,6,F# / Gb,-13.449,0.0387,0.985,0.692,0.706,97.939,Andante,266600.0,False,True
Luciano,Rede mit mir (feat. Luciano),B2B,album,4328998.0,0.866,0.59,1,C# / Db,-7.648,0.513,0.0803,0.0532,0.808,86.325,Andante,146358.0,True,True
The Weeknd,After Hours,After Hours,album,539593993.0,0.664,0.572,5,F,-6.099,0.0305,0.0811,0.121,0.143,108.959,Andante,361027.0,False,False
Lorenzo,Le Daron,Légende Vivante,album,5264028.0,0.872,0.661,0,C,-7.089,0.301,0.454,0.135,0.734,147.977,Allegro,214267.0,False,False
Grimes,Shinigami Eyes,Shinigami Eyes,single,29900473.0,0.632,0.691,9,A,-5.226,0.0603,0.00604,0.19,0.0768,116.028,Moderato / Allegretto,159315.0,True,True
Tion Wayne,Keisha & Becky - Remix,Hip Hop Moshpit,compilation,147441519.0,0.863,0.471,6,F# / Gb,-9.545,0.477,0.247,0.121,0.643,140.969,Allegro,252907.0,False,False
Mau y Ricky,Llorar y Llorar - con Carin Leon,Llorar y Llorar (con Carin Leon),single,93110684.0,0.62,0.436,10,A# / Bb,-8.108,0.213,0.554,0.0891,0.368,172.854,Vivace,169705.0,True,True
Jay Wheeler,Desde Mis Ojos - Remix,Desde Mis Ojos (Remix),single,79541069.0,0.673,0.56,1,C# / Db,-5.191,0.182,0.677,0.293,0.656,93.978,Andante,223564.0,False,True
Ozuna,CHAO BEBE,CHAO BEBE,single,15102880.0,0.869,0.74,5,F,-4.699,0.108,0.649,0.135,0.598,117.949,Moderato / Allegretto,206499.0,False,True
Trueno,Hood - Remix,Hood (Remix),single,33051301.0,0.674,0.456,3,D# / Eb,-6.253,0.0399,0.785,0.126,0.933,89.967,Andante,176373.0,False,False
John Denver,"Take Me Home, Country Roads","The John Denver Collection, Vol 1: Take Me Home Country Roads",album,470561276.0,0.38,0.43,9,A,-12.564,0.0288,0.546,0.188,0.547,82.204,Andante,197813.0,True,True
Dhanush,Nee Paartha Vizhigal - The Touch of Love,3 (Original Motion Picture Soundtrack),album,39707841.0,0.665,0.596,9,A,-6.969,0.0278,0.293,0.247,0.644,110.055,Moderato / Allegretto,264507.0,True,True
Night Lovell,JOAN OF ARC,Goodnight Lovell,album,113155404.0,0.906,0.685,1,C# / Db,-2.955,0.0382,0.00374,0.21,0.0391,124.065,Allegro,145203.0,False,False
Billie Holiday,Solitude,Solitude,album,33847308.0,0.462,0.15,8,G# / Ab,-13.531,0.0522,0.984,0.105,0.19,98.66,Andante,207600.0,True,True
Darell,Otro Trago,Sueños,album,633554007.0,0.746,0.7,0,C,-4.669,0.341,0.136,0.11,0.619,176.044,Vivace,225933.0,True,True
Frédéric Chopin,"Nocturne en Mi Bémol Majeur, Op. 9 No. 2","Chopin: Nocturnes, Vol. 1",album,94240966.0,0.427,0.0451,3,D# / Eb,-24.698,0.041,0.99,0.112,0.0707,119.78,Moderato / Allegretto,268427.0,True,True
Montell Fish,Talk 2 Me,JAMIE,album,60279442.0,0.464,0.126,11,B,-16.383,0.0647,0.816,0.559,0.181,103.176,Andante,139806.0,False,True
Chuck Berry,Roll Over Beethoven,Berry Is On Top,album,52615577.0,0.715,0.797,3,D# / Eb,-10.154,0.193,0.837,0.209,0.841,92.739,Andante,144600.0,False,False
Marc Anthony,Flor Pálida,3.0,album,212268694.0,0.574,0.802,7,G,-3.976,0.0316,0.659,0.0765,0.739,93.537,Andante,280453.0,True,True
Ajaxx,NA TUA MENTE,LITTLE LOVE,album,4609180.0,0.711,0.711,11,B,-5.161,0.109,0.596,0.115,0.609,153.1,Allegro,152409.0,True,True
Tyga,Ayo,Fan of A Fan The Album (Expanded Edition),album,510424985.0,0.823,0.563,6,F# / Gb,-5.095,0.0443,0.0399,0.0851,0.682,98.031,Andante,225227.0,True,True
Fall Out Boy,Immortals,American Beauty/American Psycho,album,373378109.0,0.616,0.868,2,D,-3.606,0.0699,0.00131,0.671,0.475,108.016,Andante,189387.0,True,True
Antonio Aguilar,El Hijo Desobediente,"Rancherísimo, Vol. 2",album,57113985.0,0.402,0.424,9,A,-4.484,0.0637,0.745,0.106,0.864,204.269,Prestissimo,195117.0,False,True
Ernia,QUALCOSA CHE MANCA (feat. Rkomi),IO NON HO PAURA,album,5094011.0,0.646,0.574,0,C,-7.061,0.286,0.266,0.396,0.618,77.51,Andante,177081.0,True,True
Sting,Redlight,Paradise Again,album,40723648.0,0.71,0.63,2,D,-7.003,0.0413,0.00879,0.058,0.216,125.0,Allegro,242880.0,True,True
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),The Papercut Chronicles II,album,968714963.0,0.646,0.795,9,A,-3.293,0.0976,0.0319,0.267,0.796,89.99,Andante,210960.0,True,True
SZA,All The Stars (with SZA),Black Panther The Album Music From And Inspired By,album,1170951511.0,0.698,0.633,8,G# / Ab,-4.946,0.0597,0.0605,0.0926,0.552,96.924,Andante,232187.0,True,True
Purple Disco Machine,Feel My Needs - Purple Disco Machine Remix,Feel My Needs (Purple Disco Machine Remix),single,38895660.0,0.707,0.896,3,D# / Eb,-5.157,0.0538,0.0127,0.0182,0.903,122.011,Allegro,230164.0,True,True
Armaan Malik,"Jab Tak (From ""M.S.Dhoni - The Untold Story"")",2016 Shinning Star - Armaan Malik,compilation,63362401.0,0.299,0.447,3,D# / Eb,-7.862,0.0383,0.858,0.097,0.321,121.723,Allegro,174039.0,True,True
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",LONG.LIVE.A$AP (Deluxe Version),album,673626519.0,0.853,0.693,1,C# / Db,-6.87,0.275,0.0239,0.11,0.662,95.967,Andante,233787.0,True,True
Michael Bublé,Let It Snow! - 10th Anniversary,Christmas (Deluxe 10th Anniversary Edition),album,34429693.0,0.558,0.531,7,G,-5.114,0.0478,0.631,0.124,0.576,129.908,Allegro,159629.0,True,True
LX,Vielen Dank,Vielen Dank,single,30846528.0,0.854,0.572,8,G# / Ab,-5.678,0.0971,0.136,0.108,0.35,100.027,Andante,207573.0,True,True
The Walters,Sweet Marie,Young Men,album,19637984.0,0.245,0.425,9,A,-8.379,0.0324,0.914,0.116,0.254,203.816,Prestissimo,137092.0,True,True
Vishal Mishra,Pehla Pyaar,Kabir Singh,compilation,83904984.0,0.607,0.713,4,E,-5.105,0.03,0.56,0.101,0.611,124.868,Allegro,272533.0,False,True
Ben E. King,Stand by Me,Don't Play That Song (Mono),album,577193378.0,0.65,0.306,9,A,-9.443,0.0393,0.57,0.0707,0.605,118.068,Moderato / Allegretto,180056.0,False,False
6LACK,Long Nights,6pc Hot EP,single,40621260.0,0.744,0.325,3,D# / Eb,-9.503,0.0642,0.358,0.102,0.128,110.063,Moderato / Allegretto,157021.0,False,True
Lady A,Need You Now,Need You Now,album,339639033.0,0.581,0.717,4,E,-4.433,0.0318,0.0298,0.243,0.316,107.884,Andante,236440.0,True,True
Gloria Estefan,Como Me Duele Perderte,Alma Caribeña,album,22169911.0,0.765,0.459,6,F# / Gb,-10.173,0.0319,0.476,0.171,0.763,139.908,Allegro,267973.0,False,False
Los Rehenes,Cosas Buenas Que Parecen Malas,Todo Me Recuerda A Ti,album,43435182.0,0.729,0.579,5,F,-7.793,0.0378,0.255,0.245,0.916,83.009,Andante,170600.0,False,False
Los Caminantes,Entre Más Lejos Me Vaya,"Nuestras Canciones Romanticas Favoritas ""20 Exitazos""",album,31416730.0,0.703,0.551,9,A,-6.592,0.0359,0.603,0.109,0.693,93.478,Andante,170520.0,False,False
Bebe Rexha,"Me, Myself & I",When It's Dark Out,album,1130630271.0,0.756,0.674,0,C,-6.518,0.0959,0.0184,0.158,0.389,111.995,Moderato / Allegretto,251467.0,True,True
Los Dareyes De La Sierra,Hasta El Día De Hoy,Con Banda,album,53448906.0,0.807,0.555,10,A# / Bb,-4.499,0.0497,0.594,0.102,0.97,92.706,Andante,235480.0,True,True
Keri Hilson,Slow Dance,In A Perfect World...,album,8035625.0,0.685,0.597,7,G,-6.701,0.206,0.0102,0.203,0.486,133.092,Allegro,262520.0,True,True
Vintage Culture,This Feeling,This Feeling,single,14695860.0,0.696,0.685,8,G# / Ab,-6.64,0.0376,0.0156,0.205,0.206,124.985,Allegro,196440.0,False,True
Sachin-Jigar,Saibo,Shor in the City (Original Motion Picture Soundtrack),album,91740940.0,0.619,0.429,2,D,-7.867,0.028,0.738,0.136,0.545,90.058,Andante,195253.0,True,True
Mazzy Star,Give You My Lovin,She Hangs Brightly,album,6528281.0,0.559,0.286,7,G,-11.777,0.0366,0.742,0.125,0.347,173.004,Vivace,230067.0,True,True
Inspector,Y Que,Inspector,album,85207479.0,0.734,0.765,11,B,-4.573,0.0394,0.48,0.101,0.634,133.921,Allegro,225827.0,True,True
Tove Lo,2 Die 4,Dirt Femme,album,38366365.0,0.816,0.8,10,A# / Bb,-5.705,0.0738,0.028,0.129,0.533,118.01,Moderato / Allegretto,185875.0,True,True
Los Cadetes De Linares,Cruzando el Puente,4 Decadas de Exitos,album,14658092.0,0.803,0.745,8,G# / Ab,-6.155,0.039,0.179,0.0417,0.964,111.417,Moderato / Allegretto,161053.0,False,False
Lewis Capaldi,Grace,Divinely Uninspired To A Hellish Extent,album,243903090.0,0.722,0.565,4,E,-5.848,0.0335,0.435,0.165,0.488,104.483,Andante,185658.0,True,True
Don McLean,It's Just the Sun,Chain Lightning,album,1982487.0,0.586,0.415,0,C,-12.337,0.0281,0.403,0.368,0.794,107.818,Andante,151413.0,False,False
Amit Trivedi,Naina Da Kya Kasoor,Andhadhun,album,56997481.0,0.845,0.659,9,A,-6.348,0.0373,0.159,0.0782,0.547,125.965,Allegro,210952.0,True,True
Blake Shelton,No Body,No Body,single,9767667.0,0.739,0.72,4,E,-6.695,0.026,0.0379,0.23,0.892,102.997,Andante,187640.0,True,True
Smash Mouth,"Come On, Come On",Astro Lounge,album,6102890.0,0.424,0.843,11,B,-5.352,0.0765,0.0401,0.0971,0.962,203.572,Prestissimo,151827.0,False,False
Enrique Iglesias,Hero,Escape,album,282904687.0,0.581,0.651,7,G,-5.617,0.0392,0.143,0.107,0.146,151.959,Allegro,264600.0,True,True
Joy Division,She's Lost Control - 2007 Remaster,Unknown Pleasures (Collector's Edition),album,49416451.0,0.485,0.846,11,B,-7.63,0.0528,0.0157,0.0766,0.743,144.246,Allegro,237013.0,True,True
Heroes Del Silencio,La chispa adecuada (Bendecida 3),Avalancha,album,86958488.0,0.647,0.402,2,D,-9.14,0.0282,0.508,0.107,0.237,113.27,Moderato / Allegretto,327427.0,True,True
Los Dareyes De La Sierra,La Plebada (En Vivo),La Plebada (En Vivo),single,585996.0,0.615,0.887,10,A# / Bb,-3.027,0.052,0.216,0.0849,0.917,155.466,Allegro,218260.0,False,False
Elliott Smith,Everything Reminds Me Of Her,Figure 8,album,8136528.0,0.346,0.175,10,A# / Bb,-17.192,0.0427,0.426,0.154,0.357,168.045,Vivace,157733.0,False,True
Dean Lewis,Never Really Loved Me (with Dean Lewis),Thrill Of The Chase,album,35508158.0,0.618,0.642,1,C# / Db,-5.472,0.0447,0.254,0.126,0.221,118.005,Moderato / Allegretto,202160.0,True,True
The Chainsmokers,Takeaway,World War Joy,album,561437488.0,0.528,0.511,3,D# / Eb,-8.144,0.0324,0.126,0.101,0.351,100.1,Andante,209880.0,True,True
Al Green,Take Me to the River,Al Green Explores Your Mind,album,70177689.0,0.786,0.418,9,A,-11.115,0.0432,0.218,0.134,0.94,119.101,Moderato / Allegretto,225373.0,True,True
Neo Beats,ESSÊNCIA DE CRIA,LITTLE HAIR,album,63394639.0,0.631,0.743,3,D# / Eb,-5.317,0.299,0.386,0.0862,0.766,102.894,Andante,192194.0,True,True
The Rolling Stones,Start Me Up - Remastered 2009,Tattoo You (2009 Re-Mastered),album,472974502.0,0.631,0.932,5,F,-4.142,0.0354,0.0436,0.0918,0.971,122.429,Allegro,213067.0,False,True
Marília Mendonça,Te Amo Demais,"Decretos Reais, Vol.1",single,96395494.0,0.713,0.625,0,C,-3.473,0.0268,0.573,0.11,0.687,114.023,Moderato / Allegretto,205685.0,True,True
Raekwon,Verbal Intercourse (feat. Ghostface Killah & Nas),Only Built 4 Cuban Linx...,album,6273492.0,0.814,0.663,1,C# / Db,-7.446,0.355,0.296,0.16,0.52,93.014,Andante,211840.0,False,False
D-Block Europe,UFO,The Blue Print – Us Vs. Them,album,64424512.0,0.87,0.588,11,B,-6.318,0.163,0.105,0.281,0.614,100.071,Andante,204000.0,False,True
Ryan Castro,Marbella,Los Piratas,album,8645746.0,0.884,0.645,6,F# / Gb,-6.7,0.0794,0.308,0.114,0.856,96.961,Andante,182594.0,False,True
Birdy,Quietly Yours,Persuasion (Soundtrack from the Netflix Film),single,13283131.0,0.44,0.357,1,C# / Db,-14.264,0.058,0.841,0.114,0.286,154.074,Allegro,234156.0,False,False
Offset,Clout (feat. Cardi B),FATHER OF 4,album,267492318.0,0.919,0.622,1,C# / Db,-7.384,0.0997,0.228,0.122,0.424,140.022,Allegro,205803.0,True,True
New Order,Temptation,Substance,album,17675498.0,0.6,0.881,0,C,-9.478,0.0337,0.29,0.222,0.936,124.977,Allegro,419240.0,True,True
Sidhu Moose Wala,Same Beef,Same Beef,single,58867987.0,0.779,0.854,9,A,-4.958,0.219,0.0462,0.21,0.379,91.992,Andante,290360.0,True,True
Valentín Elizalde,A Mis Enemigos,Vencedor,album,99290089.0,0.817,0.482,3,D# / Eb,-5.085,0.0487,0.725,0.0756,0.969,102.539,Andante,183813.0,False,False
Rick Ross,Aston Martin Music,Teflon Don,album,176790520.0,0.57,0.58,1,C# / Db,-5.547,0.21,0.0124,0.0498,0.404,171.812,Vivace,270627.0,True,True
Los Palmeras,Hitazos: Amores Como el Nuestro / Que Fue / Algún día / Tu Amor Me Quema / Arrepiéntete / Tarjetita de Invitación / Empujaito / Si Tu Te Vas / El Aguacero / Tu Juguete / Mujer Que Mal Me Pagas...,Hitazos: Amores Como el Nuestro / Que Fue / Algún día / Tu Amor Me Quema / Arrepiéntete / Tarjetita de Invitación / Empujaito / Si Tu Te Vas / El Aguacero / Tu Juguete / Mujer Que Mal Me Pagas...,compilation,27611531.0,0.519,0.79,7,G,-4.342,0.0503,0.23,0.212,0.868,97.512,Andante,1330157.0,True,True
Banda Los Recoditos,No Le Hago Falta,Los Gustos Que Me Doy,album,92984802.0,0.742,0.4,8,G# / Ab,-5.754,0.0357,0.334,0.105,0.705,125.854,Allegro,166773.0,True,True
Toni Braxton,You're Makin' Me High,Secrets,album,55773397.0,0.853,0.563,10,A# / Bb,-8.663,0.0379,0.0118,0.119,0.893,92.112,Andante,267440.0,True,True
Mindless Self Indulgence,What Do They Know?,You'll Rebel To Anything (Expanded and Remastered),album,44099309.0,0.645,0.791,7,G,-5.48,0.0927,0.0406,0.293,0.601,153.952,Allegro,188573.0,True,True
Joaquín Sabina,Peor para el Sol,Fisica Y Quimica,album,18275827.0,0.676,0.341,7,G,-14.351,0.059,0.747,0.0987,0.495,105.405,Andante,295333.0,False,False
Sir Neville Marriner,"Boccherini: String Quintet in E Major, Op. 13 No. 6, G. 282: III. Minuetto - Trio",Mozart: Eine Kleine Nachtmusik etc.,album,4647688.0,0.501,0.0358,9,A,-26.147,0.0293,0.961,0.142,0.43,85.189,Andante,237720.0,True,True
Arctic Monkeys,Arabella,AM,album,415683371.0,0.579,0.558,2,D,-6.986,0.0895,0.0202,0.212,0.506,179.949,Presto,207357.0,True,True
Franz Ferdinand,Do You Want To,You Could Have It So Much Better,album,72996535.0,0.412,0.944,0,C,-2.896,0.0448,0.0724,0.801,0.79,123.091,Allegro,215000.0,True,True
Bonnie Tyler,Total Eclipse of the Heart,The Very Best of Bonnie Tyler,compilation,565848495.0,0.431,0.723,8,G# / Ab,-5.887,0.0568,0.145,0.374,0.19,130.141,Allegro,267360.0,True,True
Grupo Firme,Pideme - En Vivo,Pideme (En Vivo),single,118386813.0,0.577,0.641,8,G# / Ab,-6.628,0.0375,0.535,0.207,0.819,139.155,Allegro,256171.0,False,True
India Martinez,Resistiré,Resistiré,single,42652491.0,0.704,0.764,4,E,-6.508,0.026,0.167,0.235,0.709,100.018,Andante,285611.0,True,True
Lang Lang,The Departure,Voyager - Essential Max Richter,album,11902123.0,0.0,0.0362,0,C,-22.519,0.0,0.994,0.0958,0.0,0.0,Larghissimo,151507.0,True,True
Ajaxx,MINHA CURA,LITTLE LOVE,album,8453894.0,0.656,0.393,2,D,-8.503,0.0469,0.831,0.176,0.817,134.73,Allegro,154694.0,True,True
Conan Gray,Lookalike,Sunset Season,single,148701769.0,0.434,0.302,10,A# / Bb,-10.117,0.0378,0.766,0.149,0.173,121.645,Allegro,220867.0,False,True
Brooke Ligertwood,Honey In The Rock - Live,SEVEN (Live),album,12137503.0,0.508,0.503,2,D,-8.65,0.0298,0.202,0.105,0.394,123.962,Allegro,283964.0,False,True
50 Cent,Just A Lil Bit,The Massacre,album,395155110.0,0.489,0.692,1,C# / Db,-6.672,0.41,0.0322,0.315,0.527,96.946,Andante,237707.0,True,True
Blur,Ghost Ship,The Magic Whip,album,57474754.0,0.804,0.722,2,D,-6.421,0.0377,0.0328,0.0763,0.858,140.003,Allegro,299133.0,False,False
1nonly,Shut It,Homesick,single,4629057.0,0.777,0.576,0,C,-8.763,0.29,0.0534,0.379,0.613,117.931,Moderato / Allegretto,141509.0,True,True
Jacquees,You,4275 (Bonus Version),album,169924949.0,0.735,0.453,8,G# / Ab,-8.264,0.0602,0.413,0.104,0.335,115.002,Moderato / Allegretto,217387.0,True,True
Laxmikant–Pyarelal,"Hawa Hawai 2.0 (From ""Tumhari Sulu"")","Hawa Hawai 2.0 (From ""Tumhari Sulu"")",single,4355524.0,0.794,0.781,6,F# / Gb,-4.854,0.0536,0.05,0.139,0.836,102.982,Andante,178352.0,True,True
J. Cole,No Role Modelz,2014 Forest Hills Drive,album,1545710370.0,0.69,0.521,10,A# / Bb,-8.492,0.339,0.324,0.0534,0.494,100.028,Andante,292799.0,False,False
