Artist,Track,Album,Album_type,Stream,Danceability,Energy,Key,Key_name,Loudness,Speechiness,Acousticness,Liveness,Valence,Tempo,Tempo_category,Duration_ms,Licensed,official_video
Ocean Waves For Sleep,Beach Waves and Soothing Brown Noise,Soothing Brown Noise Waves and Calming Ambient Combinations (Loopable and without Fade),album,54256600.0,0.0,0.000252,9,A,-17.746,0.0,0.00948,0.806,0.0,0.0,Larghissimo,93452.0,True,True
Kishore Kumar,"Roop Tera Mastana (From ""Aradhana"")",One Man Many Roles - Kishore Kumar,album,11099754.0,0.451,0.53,8,G# / Ab,-8.787,0.095,0.668,0.234,0.543,83.351,Andante,225213.0,True,True
Flume,The Difference,The Difference,single,131579418.0,0.56,0.865,1,C# / Db,-1.148,0.0909,0.255,0.083,0.424,159.96,Vivace,139663.0,False,True
LP,Forever for Now,Forever for Now (Deluxe Edition),album,29697328.0,0.547,0.341,4,E,-10.072,0.0305,0.904,0.0953,0.0647,137.052,Allegro,250120.0,True,True
Yuridia,Amigos No por Favor (Primera Fila) - En Vivo,Primera Fila (En Vivo),album,156857033.0,0.56,0.716,2,D,-6.987,0.0321,0.226,0.96,0.527,137.922,Allegro,225480.0,True,True
Die Kita-Frösche,"Schlaf, Kindlein, schlaf",Die 30 besten Schlaflieder für Kinder,album,18992188.0,0.616,0.291,0,C,-9.206,0.0363,0.834,0.107,0.155,97.676,Andante,106713.0,True,True
TKKG,225 - Tanz mit der Giftschlange - Teil 01,Folge 225: Tanz mit der Giftschlange,album,346422.0,0.656,0.58,1,C# / Db,-10.314,0.926,0.738,0.696,0.557,80.717,Andante,185053.0,True,True
Arctic Monkeys,Knee Socks,AM,album,258475345.0,0.665,0.542,11,B,-8.323,0.033,0.123,0.342,0.587,97.975,Andante,257563.0,False,False
Edvard Grieg,"Lyrical Pieces, Op. 12 (Excerpts): No. 1, Arietta",Grieg: Piano Works,album,5687032.0,0.357,0.00683,3,D# / Eb,-35.489,0.0567,0.994,0.075,0.0986,66.308,Adagio,70667.0,False,False
Gwen Stefani,Move Your Feet / D.A.N.C.E. / It's A Sunshine Day,TROLLS (Original Motion Picture Soundtrack),album,76704310.0,0.706,0.82,7,G,-4.469,0.0562,0.00613,0.0488,0.595,118.951,Moderato / Allegretto,156493.0,True,True
X Ambassadors,In Your Arms (with X Ambassadors),ASCEND,album,142526639.0,0.404,0.806,2,D,-4.75,0.0496,0.198,0.114,0.112,148.036,Allegro,220730.0,True,True
Leonard Cohen,Everybody Knows,I'm Your Man,album,28984255.0,0.785,0.457,1,C# / Db,-13.827,0.0273,0.643,0.172,0.692,104.205,Andante,334867.0,True,True
NLE Choppa,23,23,single,2631130.0,0.852,0.487,2,D,-7.991,0.204,0.00424,0.201,0.256,120.013,Moderato / Allegretto,261825.0,True,True
Breaking Benjamin,Waiting On The Sky To Change,Waiting On The Sky To Change,single,10281203.0,0.369,0.933,5,F,-4.441,0.117,5.49e-05,0.348,0.307,168.059,Vivace,244136.0,False,False
Dread Mar I,Verte,Parte de Mí,album,95208999.0,0.776,0.666,4,E,-4.254,0.357,0.372,0.0771,0.743,150.181,Allegro,157419.0,True,True
Kelly Clarkson,Because of You,Breakaway,album,562200018.0,0.583,0.584,5,F,-5.362,0.0314,0.254,0.123,0.136,140.039,Allegro,219493.0,True,True
Bonobo,Shadows,Fragments,album,11727224.0,0.658,0.576,10,A# / Bb,-10.976,0.036,0.0913,0.107,0.593,114.029,Moderato / Allegretto,285093.0,False,True
A.R. Rahman,Rait Zara Si,Atrangi Re,album,85746449.0,0.563,0.495,2,D,-10.272,0.0362,0.781,0.0837,0.244,125.998,Allegro,291462.0,True,True
Louis Tomlinson,Bigger Than Me,Faith In The Future (Deluxe),album,27109595.0,0.468,0.835,4,E,-3.8,0.0501,0.00195,0.424,0.454,144.925,Allegro,221440.0,True,True
Noriel,Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix,Amigos y Enemigos (Remix),single,94739228.0,0.752,0.748,6,F# / Gb,-3.755,0.0895,0.289,0.105,0.497,115.01,Moderato / Allegretto,295304.0,True,True
Nicki Minaj,Bang Bang,Sweet Talker (Deluxe Version),album,1125379891.0,0.706,0.786,0,C,-3.417,0.091,0.26,0.38,0.751,150.028,Allegro,199387.0,True,True
Ray Charles,Hit the Road Jack,True Genius,album,207720281.0,0.598,0.571,8,G# / Ab,-12.616,0.139,0.704,0.513,0.962,173.141,Vivace,119880.0,False,False
The Beatles,Something - Remastered 2009,Abbey Road (Remastered),album,233382117.0,0.396,0.338,0,C,-10.872,0.0304,0.198,0.138,0.377,133.522,Allegro,182293.0,True,True
MC Hariel,Invencível,Invencível,single,4268584.0,0.554,0.66,5,F,-5.677,0.2,0.416,0.372,0.632,91.434,Andante,212459.0,True,True
Sheryl Crow,On The Road Again - Live,On The Road Again (Live),single,1948126.0,0.411,0.859,4,E,-7.382,0.085,0.0671,0.958,0.36,112.228,Moderato / Allegretto,156173.0,False,False
Diego Verdaguer,Voy a Conquistarte,Voy a Conquistarte,single,3239723.0,0.613,0.569,0,C,-6.013,0.0331,0.326,0.353,0.645,96.938,Andante,175052.0,True,True
Carlos Rivera,Me Muero,Guerra (+ Sessions Recorded at Abbey Road),album,150333470.0,0.51,0.572,6,F# / Gb,-6.153,0.0262,0.28,0.113,0.529,142.062,Allegro,196040.0,True,True
Eslabon Armado,Jugaste y Sufrí,Corta Venas,album,330258571.0,0.39,0.499,7,G,-7.778,0.0381,0.632,0.115,0.34,200.156,Presto,275194.0,True,True
Michael Jackson,They Don't Care About Us,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",album,256361972.0,0.859,0.905,0,C,-5.539,0.129,0.205,0.322,0.731,89.946,Andante,284160.0,True,True
Ratatat,ANTIGRAVITY,VISUALS (DELUXE),album,1293585.0,0.545,0.959,7,G,-2.346,0.174,0.363,0.182,0.527,92.096,Andante,113074.0,False,True
M.I.A.,Bad Girls,Matangi,album,282120411.0,0.639,0.912,1,C# / Db,-2.621,0.0615,0.00107,0.097,0.343,143.448,Allegro,227520.0,False,False
Zendaya,Something New,Something New,single,61085827.0,0.469,0.773,0,C,-4.741,0.196,0.104,0.0753,0.308,204.103,Prestissimo,212907.0,True,True
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),I,album,648615907.0,0.778,0.566,2,D,-6.959,0.0311,0.672,0.0698,0.479,117.971,Moderato / Allegretto,186147.0,True,True
BONES,CtrlAltDelete,UNRENDERED,album,106943233.0,0.69,0.803,7,G,-9.084,0.0915,0.577,0.117,0.204,161.489,Vivace,178224.0,False,False
Almighty,Indiferente,Indiferente,single,8570213.0,0.665,0.563,4,E,-5.923,0.0715,0.835,0.106,0.142,97.948,Andante,159634.0,True,True
The Beach Boys,California Dreamin' - 2007 Digital Remaster,The Warmth Of The Sun,compilation,36297624.0,0.582,0.845,1,C# / Db,-7.335,0.0447,0.0529,0.0752,0.624,116.453,Moderato / Allegretto,204373.0,True,True
Fleetwood Mac,Everywhere - 2017 Remaster,Tango In the Night (Deluxe Edition),album,615384523.0,0.73,0.487,4,E,-10.991,0.0303,0.258,0.0852,0.731,114.965,Moderato / Allegretto,226653.0,True,True
Mc Lipi,Set Wesley Alemão,Set Wesley Alemão,single,28976830.0,0.689,0.535,8,G# / Ab,-8.537,0.357,0.314,0.0847,0.569,120.105,Moderato / Allegretto,576702.0,True,True
Gilberto Gil,Se Eu Quiser Falar Com Deus,Se Eu Quiser Falar Com Deus,single,12703254.0,0.572,0.109,2,D,-11.712,0.0483,0.941,0.355,0.134,96.228,Andante,275882.0,False,False
Nelly,Air Force Ones,Nellyville,album,61891226.0,0.784,0.459,4,E,-9.74,0.317,0.0847,0.079,0.618,164.062,Vivace,304000.0,True,True
Men I Trust,Billie Toppy,Billie Toppy,single,7038737.0,0.676,0.685,7,G,-11.396,0.0616,0.547,0.107,0.621,168.996,Vivace,195290.0,True,True
Hailee Steinfeld,Starving,Starving,single,1089163472.0,0.728,0.616,4,E,-4.238,0.0645,0.378,0.105,0.508,99.962,Andante,181880.0,True,True
Kevin Gates,Thinking with My Dick (feat. Juicy J),Stranger Than Fiction,album,95972184.0,0.77,0.699,0,C,-6.59,0.199,0.0596,0.17,0.696,81.003,Andante,165315.0,True,True
Jeremy Soule,Far Horizons,The Elder Scrolls V: Skyrim: Original Game Soundtrack,album,17183261.0,0.0619,0.172,10,A# / Bb,-20.773,0.0404,0.937,0.17,0.0442,65.409,Adagio,331476.0,False,False
Creed,What If,Human Clay,album,31392166.0,0.433,0.895,2,D,-5.548,0.0587,0.000127,0.358,0.246,149.896,Allegro,318093.0,True,True
Alan Walker,Darkside,Different World,album,502244231.0,0.43,0.606,4,E,-5.115,0.0431,0.131,0.173,0.123,169.988,Vivace,211680.0,True,True
Vishal-Shekhar,Firecracker,Jayeshbhai Jordaar,single,18455473.0,0.838,0.63,9,A,-5.609,0.171,0.242,0.0719,0.64,100.986,Andante,166601.0,True,True
Belinda,Si Nos Dejan,Si Nos Dejan,single,32183488.0,0.566,0.488,4,E,-6.21,0.026,0.118,0.141,0.444,106.955,Andante,149720.0,True,True
Sherlock Holmes,Teil 11 - Fall 53: Die sieben Zinnsoldaten,"Die neuen Fälle, Fall 53: Die sieben Zinnsoldaten",album,103153.0,0.69,0.532,0,C,-10.586,0.94,0.599,0.339,0.638,84.867,Andante,193507.0,True,True
Yeah Yeah Yeahs,Heads Will Roll - A-Trak Remix,Heads Will Roll,single,199216843.0,0.744,0.614,1,C# / Db,-3.908,0.0838,0.00685,0.0708,0.774,131.994,Allegro,383547.0,False,False
Papa Roach,Help,Crooked Teeth (Deluxe),album,142535144.0,0.383,0.9,7,G,-5.42,0.134,0.00085,0.271,0.286,183.96,Presto,214797.0,True,True
Almighty,Ma Nigga,SAGITARIO,album,1357244.0,0.939,0.922,10,A# / Bb,-1.064,0.205,0.292,0.233,0.491,114.022,Moderato / Allegretto,341579.0,False,False
Joe,Ride wit U (feat. G-Unit),And Then...,album,42115587.0,0.796,0.615,2,D,-5.053,0.0712,0.0183,0.0463,0.733,101.978,Andante,251800.0,True,True
Aloe Blacc,I Do,All Love Everything (Deluxe),album,23680851.0,0.567,0.383,0,C,-7.126,0.0399,0.75,0.196,0.32,73.156,Adagio,217349.0,True,True
Jack Johnson,Banana Pancakes,In Between Dreams,album,454725475.0,0.816,0.375,7,G,-8.053,0.0996,0.607,0.0933,0.615,114.303,Moderato / Allegretto,191907.0,True,True
Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),The Cookbook,album,175477763.0,0.904,0.813,4,E,-7.105,0.121,0.0311,0.0471,0.81,125.461,Allegro,226864.0,True,True
Roger,Do It Roger,The Many Facets Of Roger,album,862646.0,0.839,0.821,7,G,-3.68,0.0599,0.274,0.0807,0.659,108.17,Andante,495333.0,False,False
Empire of the Sun,We Are The People,Walking On A Dream (10th Anniversary Edition),album,241358276.0,0.675,0.781,4,E,-5.404,0.0306,0.0801,0.422,0.534,122.989,Allegro,267373.0,True,True
Claudio Abbado,"21 Hungarian Dances, WoO 1: Hungarian Dance No. 1 in G Minor. Allegro molto (Orch. Brahms)",Brahms: 21 Hungarian Dances,album,4028586.0,0.262,0.244,7,G,-18.66,0.044,0.936,0.347,0.474,141.627,Allegro,175267.0,False,False
Gusttavo Lima,Nota de Repúdio - Ao Vivo,Buteco in Boston (Ao Vivo),album,150343636.0,0.811,0.807,4,E,-2.681,0.1,0.381,0.977,0.766,115.01,Moderato / Allegretto,164949.0,False,False
Jairo Vera,"FULL PIOLI 2.O (feat. Julianno Sosa, El Jordan 23, King Savagge, Polima West Coast, Drago200, Jairo Vera, Galee Galee, Best)","FULL PIOLI 2.O (feat. Julianno Sosa, El Jordan 23, King Savagge, Polima West Coast, Drago200, Jairo Vera, Galee Galee, Best)",single,19682752.0,0.84,0.784,7,G,-5.549,0.199,0.196,0.0754,0.722,94.964,Andante,400188.0,False,True
Helene Fischer,Blitz,Rausch (Deluxe),album,7543084.0,0.723,0.819,5,F,-3.328,0.0881,0.277,0.164,0.603,132.955,Allegro,160093.0,True,True
João Gomes,Dengo,Digo Ou Não Digo,album,111412784.0,0.646,0.918,9,A,-4.112,0.0346,0.382,0.251,0.87,143.943,Allegro,153958.0,False,False
Romeo Santos,Me Extraño,"Fórmula, Vol. 3",album,47790192.0,0.639,0.516,0,C,-4.418,0.0296,0.391,0.259,0.759,94.931,Andante,191880.0,True,True
Ashe,Hope You're Not Happy,Rae,album,4150083.0,0.509,0.62,10,A# / Bb,-7.581,0.0267,0.0435,0.146,0.439,71.495,Adagio,164404.0,True,True
Jay Sean,Ride It,My Own Way,album,53199886.0,0.694,0.651,11,B,-5.645,0.127,0.257,0.11,0.704,93.887,Andante,190053.0,False,False
Jimmy Eat World,Pain,Futures (Deluxe Edition),album,61426418.0,0.395,0.955,0,C,-3.352,0.12,0.0176,0.585,0.283,168.005,Vivace,181307.0,True,True
Rain Fruits Sounds,"Rain and Thunderstorm, Pt. 6",Rain and Thunderstorm,album,16125942.0,0.0712,1.0,3,D# / Eb,-24.934,0.115,0.276,0.944,0.00294,180.511,Presto,38000.0,True,True
Fito y Fitipaldis,Rojitas las orejas,A Puerta Cerrada,album,29760300.0,0.683,0.638,4,E,-10.8,0.0567,0.441,0.121,0.509,157.931,Vivace,224133.0,False,False
Ice Nine Kills,A Grave Mistake,The Silver Scream,album,44938706.0,0.36,0.925,6,F# / Gb,-3.775,0.0719,0.000838,0.115,0.446,175.088,Vivace,184227.0,False,False
The Smashing Pumpkins,Beguiled,Beguiled,single,5179514.0,0.698,0.611,2,D,-6.542,0.0281,7.73e-05,0.0937,0.449,116.997,Moderato / Allegretto,238143.0,False,True
Anne-Marie,I Just Called,I Just Called,single,39665360.0,0.626,0.849,7,G,-3.662,0.123,0.0732,0.593,0.898,138.997,Allegro,150560.0,True,True
Kylie Minogue,Santa Claus Is Coming to Town (feat. Frank Sinatra),Kylie Christmas,album,22203085.0,0.465,0.536,10,A# / Bb,-6.719,0.0413,0.555,0.232,0.595,142.202,Allegro,135267.0,False,False
Ashanti,Foolish,Ashanti,album,252064122.0,0.665,0.695,0,C,-5.763,0.0532,0.347,0.106,0.707,90.119,Andante,227387.0,True,True
The Cramps,The Way I Walk,Off The Bone,album,7723540.0,0.538,0.745,9,A,-12.194,0.044,0.0289,0.112,0.731,102.43,Andante,160507.0,False,False
Indila,Ego,Mini World,album,11879632.0,0.748,0.752,5,F,-6.828,0.0705,0.0185,0.118,0.73,86.005,Andante,256413.0,False,False
Iggy Azalea,Kream (feat. Tyga),Survive The Summer,single,204493158.0,0.785,0.425,10,A# / Bb,-6.665,0.137,0.0335,0.108,0.192,174.028,Vivace,166627.0,True,True
Bradley Cooper,Music To My Eyes,A Star Is Born Soundtrack (Without Dialogue),album,116203650.0,0.625,0.356,2,D,-9.044,0.0319,0.392,0.1,0.325,114.805,Moderato / Allegretto,199200.0,False,False
Khruangbin,So We Won't Forget,Mordechai,album,40373443.0,0.641,0.413,2,D,-13.212,0.102,0.0305,0.183,0.967,101.27,Andante,298333.0,True,True
Mc IG,OQIGAP?,O Que O Igor Guilherme Anda Pensando ?,album,17311797.0,0.705,0.537,11,B,-5.089,0.397,0.222,0.0979,0.61,114.683,Moderato / Allegretto,647040.0,True,True
Flowdan,Active,DNA,album,1021026.0,0.465,0.953,5,F,-1.047,0.604,0.0496,0.101,0.329,173.855,Vivace,274483.0,True,True
AYLIVA,Während du,Während du,single,12235388.0,0.553,0.524,9,A,-8.252,0.0401,0.253,0.343,0.223,120.105,Moderato / Allegretto,181823.0,True,True
Doja Cat,Ain't Shit,Planet Her,album,437721967.0,0.855,0.488,3,D# / Eb,-4.601,0.208,0.506,0.347,0.619,124.097,Allegro,174253.0,True,True
Bear McCreary,Dance of the Druids (feat. Raya Yarbrough),"Outlander: Season 1, Vol. 1 (Original Television Soundtrack)",album,25485924.0,0.179,0.341,9,A,-14.183,0.0475,0.438,0.126,0.0369,139.91,Allegro,278947.0,True,True
LANY,Thick And Thin,Malibu Nights,album,129293977.0,0.697,0.551,5,F,-6.179,0.0282,0.059,0.0762,0.339,99.996,Andante,212002.0,True,True
Janis Joplin,Me and Bobby McGee,Pearl (Legacy Edition),album,216674058.0,0.43,0.463,2,D,-10.96,0.0442,0.303,0.152,0.66,93.405,Andante,271333.0,True,True
Vijay Prakash,Guruvaram,Kirrak Party,album,11361601.0,0.808,0.717,0,C,-7.768,0.13,0.612,0.0949,0.824,96.981,Andante,216171.0,True,True
Leslie Odom Jr.,Non-Stop,Hamilton (Original Broadway Cast Recording),album,153484612.0,0.77,0.482,6,F# / Gb,-9.529,0.351,0.211,0.223,0.441,91.994,Andante,385438.0,True,True
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",Celine Dion,album,120237932.0,0.463,0.4,6,F# / Gb,-9.999,0.0308,0.643,0.131,0.121,77.314,Andante,249240.0,False,False
Justine Skye,Conscious,Space and Time,album,561368.0,0.508,0.31,9,A,-13.27,0.0288,0.724,0.124,0.274,77.977,Andante,75061.0,True,True
SDM,Redescends,Liens du 100,album,17858025.0,0.756,0.6,10,A# / Bb,-9.004,0.168,0.0655,0.139,0.527,93.025,Andante,161587.0,False,False
First Aid Kit,Turning Onto You,Palomino,album,2723675.0,0.558,0.634,10,A# / Bb,-5.629,0.0325,0.114,0.0896,0.796,159.896,Vivace,201827.0,True,True
Will Smith,Live It Up - Official Song 2018 FIFA World Cup Russia,Live It Up (Official Song 2018 FIFA World Cup Russia),single,137965593.0,0.582,0.944,2,D,-0.928,0.185,0.00573,0.547,0.8,143.97,Allegro,207977.0,False,False
Bill Withers,Who Is He (And What Is He to You)?,Still Bill,album,41887927.0,0.921,0.313,1,C# / Db,-12.543,0.0368,0.104,0.0821,0.957,99.3,Andante,194428.0,True,True
Bobby Helms,Captain Santa Claus,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),single,1305004.0,0.684,0.453,2,D,-11.74,0.0285,0.743,0.329,0.795,83.015,Andante,151493.0,False,False
Santana,Oye Como Va,Abraxas,album,129426946.0,0.736,0.379,7,G,-13.208,0.0539,0.301,0.104,0.948,128.399,Allegro,256933.0,True,True
Ninho,Lettre à une femme,M.I.L.S 3,album,124351329.0,0.487,0.398,1,C# / Db,-9.901,0.0697,0.835,0.12,0.905,149.367,Allegro,157766.0,True,True
Banda MS de Sergio Lizárraga,Ojos Cerrados,Ojos Cerrados,single,94709926.0,0.513,0.345,7,G,-7.579,0.0691,0.336,0.0584,0.68,79.981,Andante,180750.0,True,True
Travis Scott,Pussy & Millions (feat. Travis Scott),Her Loss,album,119787835.0,0.749,0.63,4,E,-6.652,0.116,0.0623,0.353,0.445,122.03,Allegro,242027.0,False,False
Kelis,Acapella,Flesh Tone,album,16482284.0,0.688,0.843,11,B,-4.732,0.0475,0.0664,0.109,0.787,128.009,Allegro,248120.0,True,True
Stevie Ray Vaughan,Love Struck Baby,Texas Flood (Legacy Edition),album,18270228.0,0.548,0.874,8,G# / Ab,-10.147,0.0463,0.279,0.173,0.966,172.129,Vivace,141933.0,True,True
Mobb Deep,"Shook Ones, Pt. II - Instrumental",The Infamous - 25th Anniversary Expanded Edition,album,3183499.0,0.718,0.778,10,A# / Bb,-6.701,0.0451,0.000815,0.042,0.642,93.961,Andante,276640.0,True,True
Lil Peep,Falling Down - Bonus Track,"Come Over When You're Sober, Pt. 2",album,939517723.0,0.669,0.574,4,E,-6.442,0.0286,0.0175,0.146,0.273,120.013,Moderato / Allegretto,196400.0,False,False
deadmau5,When I Talk,When I Talk,single,2782177.0,0.679,0.845,11,B,-6.548,0.0507,0.207,0.119,0.115,126.026,Allegro,207262.0,False,True
Taylor Swift,Don’t Blame Me,reputation,album,464198683.0,0.615,0.534,9,A,-6.719,0.0386,0.106,0.0607,0.193,135.917,Allegro,236413.0,False,False
The Chicks,Not Ready to Make Nice,Taking The Long Way,album,90359956.0,0.425,0.554,6,F# / Gb,-4.145,0.0298,0.134,0.0963,0.288,83.917,Andante,237297.0,True,True
Stephen Cleobury,Once In Royal David’s City (Desc. by Philip Ledger),Favourite Carols from King's,album,3151004.0,0.111,0.139,7,G,-21.836,0.0521,0.971,0.389,0.052,74.973,Adagio,278453.0,True,True
PXNDX,Cita en el Quirófano,Para Ti Con Desprecio,album,38540625.0,0.315,0.863,8,G# / Ab,-7.12,0.0931,0.0031,0.0968,0.547,173.869,Vivace,242627.0,False,False
Selena,Si Una Vez,Amor Prohibido,album,133153183.0,0.658,0.525,2,D,-10.368,0.0632,0.516,0.0936,0.836,174.16,Vivace,167000.0,False,False
Slipknot,Wait and Bleed,Slipknot,album,297647780.0,0.382,0.996,7,G,-4.119,0.104,0.00208,0.417,0.327,93.345,Andante,147840.0,True,True
Antônio Carlos Jobim,Corcovado,"The Composer Of Desafinado, Plays",album,24731026.0,0.623,0.191,5,F,-22.171,0.0331,0.315,0.0587,0.646,121.189,Allegro,145960.0,False,True
Nat King Cole,Deck The Halls,The Christmas Song (Expanded Edition),album,125925636.0,0.684,0.437,9,A,-10.522,0.0491,0.742,0.224,0.964,107.607,Andante,68760.0,True,True
Keyshia Cole,Last Night,Just Like You,album,111219603.0,0.916,0.849,3,D# / Eb,-5.034,0.0639,0.166,0.0859,0.974,121.002,Allegro,255773.0,True,True
The Cinematic Orchestra,Wait For Now - Mary Lattimore Rework,To Believe (Remixes),album,1904719.0,0.359,0.284,3,D# / Eb,-16.287,0.0326,0.823,0.148,0.128,130.574,Allegro,410839.0,True,True
Interpol,Obstacle 1,Turn On The Bright Lights,album,72337052.0,0.377,0.938,5,F,-4.9,0.0618,5.18e-05,0.0705,0.385,120.514,Moderato / Allegretto,251293.0,True,True
Eazy-E,Eazy-er Said Than Dunn,Eazy-Duz-It,album,16817228.0,0.866,0.818,8,G# / Ab,-4.111,0.26,0.0137,0.132,0.747,103.332,Andante,219947.0,False,False
Gucci Mane,Champions,Champions,single,268738307.0,0.692,0.774,6,F# / Gb,-2.48,0.0876,0.0623,0.873,0.349,134.952,Allegro,334253.0,False,False
Bon Jovi,Bad Medicine,New Jersey (Deluxe Edition),album,144299907.0,0.555,0.973,9,A,-3.804,0.035,0.048,0.0853,0.805,118.642,Moderato / Allegretto,316707.0,True,True
Frédéric Chopin,"Preludes, Op. 28: No. 4, Largo",Chopin: Préludes,album,23289866.0,0.376,0.0164,9,A,-25.933,0.0475,0.991,0.116,0.0364,108.821,Andante,131200.0,True,True
Kina,Feel Again (Feat. Au/Ra),Things I Wanted To Tell You,single,21685442.0,0.487,0.384,5,F,-10.594,0.0587,0.24,0.124,0.224,78.138,Andante,139355.0,True,True
Justin Bieber,Baby,My World 2.0,album,625188054.0,0.728,0.859,5,F,-5.237,0.137,0.0401,0.111,0.535,65.043,Adagio,214240.0,True,True
L.V.,The 'G' Within,I Am L.V.,album,23472.0,0.745,0.654,6,F# / Gb,-4.837,0.0325,0.00414,0.0732,0.633,105.754,Andante,247600.0,True,True
Etta James,At Last,At Last!,album,369159971.0,0.274,0.348,5,F,-8.631,0.0293,0.547,0.334,0.328,87.43,Andante,179693.0,False,False
Bonobo,From You,Fragments,album,10251667.0,0.655,0.499,0,C,-10.039,0.0433,0.569,0.111,0.255,140.022,Allegro,210280.0,False,True
Kirk Franklin,Brighter Day,The Rebirth of Kirk Franklin,album,16058406.0,0.609,0.875,5,F,-5.867,0.0951,0.109,0.7,0.725,84.004,Andante,340133.0,True,True
Lecrae,Coming In Hot,Coming In Hot,single,98151955.0,0.889,0.453,8,G# / Ab,-8.782,0.261,0.0274,0.156,0.428,140.025,Allegro,200168.0,True,True
The Wombats,Greek Tragedy,Glitterbug (Deluxe Edition),album,157654504.0,0.515,0.869,11,B,-4.732,0.0672,0.00257,0.21,0.452,93.24,Andante,209558.0,False,True
In Flames,Meet Your Maker,Meet Your Maker,single,1136881.0,0.489,0.968,1,C# / Db,-4.41,0.108,4.66e-05,0.0904,0.184,95.065,Andante,237301.0,True,True
will.i.am,Scream & Shout,#willpower,album,588691883.0,0.772,0.685,5,F,-6.849,0.0696,0.019,0.131,0.501,130.033,Allegro,283400.0,True,True
Pixies,Ana,Bossanova,album,9381410.0,0.66,0.417,8,G# / Ab,-14.317,0.0265,0.0262,0.0894,0.352,105.675,Andante,129440.0,False,False
Led Zeppelin,Ramble On - 1990 Remaster,Led Zeppelin II (1994 Remaster),album,261239750.0,0.468,0.607,9,A,-11.367,0.0336,0.072,0.225,0.886,98.429,Andante,263333.0,True,True
George Benson,Since I Fell For You,Guitar Man,album,16631075.0,0.467,0.108,7,G,-12.753,0.0347,0.952,0.11,0.242,92.82,Andante,178440.0,False,False
Los Ángeles Azules,El Listón De Tu Pelo,Una Lluvia De Rosas,album,201495248.0,0.695,0.432,11,B,-8.195,0.0479,0.312,0.296,0.765,81.109,Andante,216107.0,False,False
Pyotr Ilyich Tchaikovsky,"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 13, Waltz of the Flowers",Tchaikovsky: The Nutcracker,album,37112679.0,0.149,0.128,2,D,-20.459,0.0462,0.944,0.0703,0.113,47.362,Lento / Largo,415813.0,True,True
Chuck Berry,Let It Rock - Single Version,Rockin' At The Hops,album,7297951.0,0.632,0.716,10,A# / Bb,-12.387,0.0646,0.581,0.181,0.935,164.851,Vivace,102800.0,False,False
Fifth Harmony,BO$$,Reflection (Deluxe),album,183465021.0,0.813,0.872,9,A,-5.224,0.107,0.00621,0.0498,0.736,103.016,Andante,171413.0,True,True
Yo Yo Honey Singh,Desi Kalakaar,Desi Kalakaar,album,36119996.0,0.751,0.67,0,C,-4.587,0.267,0.0796,0.0908,0.766,156.062,Allegro,253353.0,True,True
George Benson,Breezin',Breezin',album,41148706.0,0.682,0.752,2,D,-9.521,0.0454,0.476,0.0768,0.964,81.081,Andante,341733.0,True,True
Neeraj Shridhar,Bhool Bhulaiyaa 2 Title Track,Bhool Bhulaiyaa 2,album,75285958.0,0.857,0.893,0,C,-2.87,0.0422,0.0663,0.0335,0.845,108.022,Andante,211667.0,True,True
LE SSERAFIM,The Hydra,ANTIFRAGILE,single,8138560.0,0.766,0.75,11,B,-5.872,0.162,0.00279,0.0943,0.534,104.064,Andante,104203.0,True,True
Sam Cooke,Good Times,Ain't That Good News,album,17627388.0,0.663,0.638,2,D,-8.765,0.0592,0.691,0.302,0.869,119.476,Moderato / Allegretto,146493.0,True,True
Night Lovell,Alone,Just Say You Don't Care,album,58885905.0,0.827,0.599,10,A# / Bb,-10.03,0.0672,0.0137,0.116,0.695,143.966,Allegro,130000.0,True,True
Kishore Kumar,"Chhu Kar Mere Manko - From ""Yaarana""",Chalte Chalte…Kishore Da’s Greatest Hits,compilation,13131676.0,0.369,0.615,4,E,-7.881,0.0351,0.834,0.349,0.375,139.007,Allegro,253227.0,True,True
Lana Del Rey,The Other Woman,Ultraviolence (Deluxe),album,117395604.0,0.255,0.468,7,G,-6.43,0.0317,0.822,0.339,0.175,111.67,Moderato / Allegretto,181960.0,False,False
C-Kan,Viajando en una Nube,Dias de Sol,album,9238532.0,0.861,0.525,8,G# / Ab,-7.044,0.0633,0.382,0.197,0.932,143.995,Allegro,249750.0,True,True
Little Mix,Sweet Melody,Confetti,album,205861097.0,0.448,0.824,5,F,-4.249,0.057,0.0739,0.113,0.419,119.965,Moderato / Allegretto,213693.0,True,True
